web-scraper-order,web-scraper-start-url,link,link-href,info,nname,sources,surfaceRange,address,averageRent,averageBCRent,nameBC
"1529318663-2146","https://www.haozu.com/sh/zuxiezilou/o6/","中海国际中心","https://www.haozu.com/sh_xzl_34537/","","中海国际中心","289个","155.2 - 1018.7m²","地址：
                    [卢湾] - 
                    [鲁班路]
                    建国东路355号  
                    [地图]","10.6元/m²⋅天","10.10元/m²⋅天","鲁班路均价（商圈）"
"1529318296-2049","https://www.haozu.com/sh/zuxiezilou/o11/","金桥谷创意园","https://www.haozu.com/sh_xzl_24345/","","金桥谷创意园","5个","56 - 226m²","地址：
                    [浦东] - 
                    [金桥]
                    金高路2216号  
                    [地图]","2.54元/m²⋅天","3.46元/m²⋅天","金桥均价（商圈）"
"1529318292-2047","https://www.haozu.com/sh/zuxiezilou/o11/","H88越虹广场","https://www.haozu.com/sh_xzl_3147/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    19层\n                \n                                        \n                    建筑面积：\n                    56432m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3米\n                \n                                        \n                    客梯数：\n                    8个(三菱)\n                \n                                        \n                    开发商：\n                    里昂证券\n                \n                                        \n                    物业公司：\n                    仲量联行物业管理服务有限公司\n                \n                                \n                    \n                越虹广场总建筑面积56432平米，园区靠近宜山路、临近中环许路，处于漕河泾新兴技术开发区，可谓闹中取静。\n                展开\n            \n                            \n                                    被收录到【知名物业】专题中 [查看专题]""}]","H88越虹广场","39个","54 - 2200m²","地址：
                    [徐汇] - 
                    [漕河泾]
                    虹漕路88号  
                    [地图]","6.53元/m²⋅天","4.78元/m²⋅天","漕河泾均价（商圈）"
"1529313279-1311","https://www.haozu.com/sh/zuxiezilou/o49/","南京西路2000弄","https://www.haozu.com/sh_xzl_35507/","","南京西路2000弄","1个","441m²","地址：
                    [静安] - 
                    [南京西路]
                    南京西路2000弄1号  
                    [地图]","13.4元/m²⋅天","8.86元/m²⋅天","南京西路均价（商圈）"
"1529308380-201","https://www.haozu.com/sh/zuxiezilou/o105/","雁荡路29号","https://www.haozu.com/sh_xzl_36697/","","雁荡路29号","3个","null","地址：
                    [卢湾] - 
                    [淮海中路]
                    淮海中路雁荡路29号  
                    [地图]","","",""
"1529308196-126","https://www.haozu.com/sh/zuxiezilou/o108/","十八英尺大厦","https://www.haozu.com/sh_xzl_39661/","","十八英尺大厦","12个","110 - 150m²","地址：
                    [普陀] - 
                    [其他]
                    普陀区岚皋路597号  
                    [地图]","8元/m²⋅天","4.91元/m²⋅天","其他均价（商圈）"
"1529311634-740","https://www.haozu.com/sh/zuxiezilou/o78/","同济联合广场","https://www.haozu.com/sh_xzl_1532/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    22层\n                \n                                        \n                    建筑面积：\n                    50536m²\n                \n                                                    \n                    标准层高：\n                    3.6米\n                \n                                        \n                    客梯数：\n                    3个(三菱)\n                \n                                        \n                    开发商：\n                    上海恒济置业发展有限公司\n                \n                                        \n                    物业公司：\n                    上海恒济置业发展有限公司\n                \n                                        \n                     已入驻企业：\n                    上海新港汽车销售服务有限公司、华为赛门铁克科技有限公司\n                \n                    \n                    \n                “同济联合广场—南区”座落于四平路、彰武路交汇处，正对同济大学校门。项目总占地16736平方米，总建筑面积约8万平方米，是由一幢22层甲级办公楼、一幢11层精品写字楼、一幢10层商务酒店和一幢沿街商业房围合而成的标志性综合建筑群。环同济知识经济圈，“校区、园区、社区”三区联动，创新商务平台。引入美国LEED国际认证标准，铸就绿色建筑典范。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]\n                    \n                                    被收录到【LEED认证】专题中 [查看专题]""}]","同济联合广场","2个","220 - 327m²","地址：
                    [杨浦] - 
                    [四平路]
                    杨浦区四平路1388-1398号  
                    [地图]","5.35元/m²⋅天","4.22元/m²⋅天","四平路均价（商圈）"
"1529313595-1422","https://www.haozu.com/sh/zuxiezilou/o44/","前滩世贸中心","https://www.haozu.com/sh_xzl_18057/","[{""info"":""写字楼信息\n        \n                                        \n                    建筑面积：\n                    260000m²\n                \n                                        \n                    得房率：\n                    73%\n                \n                                                                \n                    开发商：\n                    上海前滩国际商务区投资(集团)有限公司\n                \n                                                    \n                     已入驻企业：\n                    上海林耀投资有限公司\n                \n                    \n                    \n                国际超一流的建筑单位设计，集5A甲级写字楼，独立商业群落等位一体的城市综合体。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","前滩世贸中心","19个","354 - 2000m²","地址：
                    [浦东] - 
                    [三林]
                    济阳路688号  
                    [地图]","8.69元/m²⋅天","4.31元/m²⋅天","三林均价（商圈）"
"1529308516-250","https://www.haozu.com/sh/zuxiezilou/o102/","新雅商务楼","https://www.haozu.com/sh_xzl_18192/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    12层\n                \n                                                                                                        \n                    \n                该楼盘地理位置优越，地处大虹桥商圈辐射区，松江高新科技园区，距虹桥机场自驾十几分钟车程，交通便利，商圈成熟，适合各类企业入驻。\n                展开""}]","新雅商务楼","6个","115 - 248m²","地址：
                    [松江] - 
                    [九亭]
                    九泾路701号  
                    [地图]","2.1元/m²⋅天","2.24元/m²⋅天","九亭均价（商圈）"
"1529313091-1238","https://www.haozu.com/sh/zuxiezilou/o53/","博海创新天地","https://www.haozu.com/sh_xzl_18684/","[{""info"":""写字楼信息\n        \n                                        \n                    建筑面积：\n                    16000m²\n                \n                                        \n                    得房率：\n                    75%\n                \n                                                    \n                    客梯数：\n                    2个(OTIS)\n                \n                                        \n                    开发商：\n                    上海市上实房地产\n                \n                                        \n                    物业公司：\n                    上海锦南物业\n                \n                                \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","博海创新天地","9个","62 - 193m²","地址：
                    [卢湾] - 
                    [淮海中路]
                    普安路128号  
                    [地图]","5.41元/m²⋅天","9.28元/m²⋅天","淮海中路均价（商圈）"
"1529311517-695","https://www.haozu.com/sh/zuxiezilou/o80/","未来资产大厦","https://www.haozu.com/sh_xzl_3460/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    31层\n                \n                                        \n                    建筑面积：\n                    86547m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    4米\n                \n                                        \n                    客梯数：\n                    12个(奥的斯)\n                \n                                        \n                    开发商：\n                    上海民泰房地产有限公司\n                \n                                        \n                    物业公司：\n                    仲量联行物业管理服务有限公司\n                \n                                        \n                     已入驻企业：\n                    南洋商业银行、年利达律师事务所、托克贸易（上海）有限公司、华宝投资有限公司、金盛人寿保险有限公司、安居客\n                \n                    \n                    \n                未来资产大厦位于浦东陆家嘴金融开发区，紧临黄浦江，与百年外滩隔江相望。北靠在建的香格里拉酒店扩建工程、南与在建的花旗银行大厦为邻、西邻震旦大厦、东面是现代化的浦东金融开发区。\n                展开\n            \n                            \n                                    被收录到【知名物业】专题中 [查看专题]""}]","未来资产大厦","17个","170 - 2071m²","地址：
                    [浦东] - 
                    [陆家嘴]
                    陆家嘴环路166号  
                    [地图]","12.26元/m²⋅天","13.92元/m²⋅天","陆家嘴均价（商圈）"
"1529311628-738","https://www.haozu.com/sh/zuxiezilou/o78/","徐家汇国际大厦","https://www.haozu.com/sh_xzl_3056/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    19层\n                \n                                        \n                    建筑面积：\n                    14208m²\n                \n                                        \n                    得房率：\n                    75%\n                \n                                        \n                    标准层高：\n                    3米\n                \n                                        \n                    客梯数：\n                    3个(三菱)\n                \n                                        \n                    开发商：\n                    上海民申置业有限公司\n                \n                                        \n                    物业公司：\n                    戴德梁行\n                \n                                \n                    \n                徐家汇国际大厦  坐落于徐家汇商圈核心地段，毗邻八万人体育场、上海体育馆、上海华亭宾馆、宜家家居、徐汇区政府、美罗城、港汇广场、汇金百货。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]\n                    \n                            \n                            \n                \n                                                                        \n                                \n                                    \n                                    正门                                \n                            \n                                                    \n                                \n                                    \n                                    电梯                                \n                            \n                                                    \n                                \n                                    \n                                    大堂""}]","徐家汇国际大厦","1个","68.7m²","地址：
                    [徐汇] - 
                    [徐家汇]
                    肇嘉浜路1033号   
                    [地图]","7.2元/m²⋅天","7.52元/m²⋅天","徐家汇均价（商圈）"
"1529308230-141","https://www.haozu.com/sh/zuxiezilou/o108/","哈瑞中心","https://www.haozu.com/sh_xzl_41543/","","哈瑞中心","22个","1443 - 1572m²","地址：
                    [闸北] - 
                    [汶水路]
                    寿阳路555弄  
                    [地图]","4.8元/m²⋅天","4.33元/m²⋅天","汶水路均价（商圈）"
"1529318328-2061","https://www.haozu.com/sh/zuxiezilou/o10/","明基广场","https://www.haozu.com/sh_xzl_1236/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    8层\n                \n                                                                            \n                    客梯数：\n                    3个\n                \n                                                    \n                    物业公司：\n                    第一太平洋戴维斯\n                \n                                \n                    \n                大厦位于淞虹路北翟路口，是一幢新建5A甲级写字楼，全玻璃幕墙，豪华气派。 由国际顶级物业管理公司——“第一太平洋戴维斯”运营。大厦以整层出租为主，一别楼层提供500平米起租面积\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","明基广场","3个","1000m²","地址：
                    [长宁] - 
                    [北新泾]
                    淞虹路207号  
                    [地图]","6元/m²⋅天","4.63元/m²⋅天","北新泾均价（商圈）"
"1529308122-99","https://www.haozu.com/sh/zuxiezilou/o110/","汇智1048","https://www.haozu.com/sh_xzl_41152/","","汇智1048","1个","2119.1m²","地址：
                    [长宁] - 
                    [中山公园]
                    凯旋路1048号  
                    [地图]","6.5元/m²⋅天","6.92元/m²⋅天","中山公园均价（商圈）"
"1529309744-440","https://www.haozu.com/sh/zuxiezilou/o93/","蓝村大厦","https://www.haozu.com/sh_xzl_3302/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    28层\n                \n                                        \n                    建筑面积：\n                    34122m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    2.8米\n                \n                                        \n                    客梯数：\n                    4个(三菱)\n                \n                                        \n                    开发商：\n                    上海黄浦投资(集团)发展有限公司\n                \n                                        \n                    物业公司：\n                    上海潍坊物业公司\n                \n                                        \n                     已入驻企业：\n                    国美电器、上海琴曼科技有限公司\n                \n                    \n                    \n                商业气氛比较浓厚，临近东方路，小区门口就是地铁4号线，附近有出名的蓝村火锅一条街、塘桥公园、易初莲花、国美电器等。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","蓝村大厦","46个","60.3 - 540.9m²","地址：
                    [浦东] - 
                    [塘桥]
                    东方路1381号  
                    [地图]","6.63元/m²⋅天","6.81元/m²⋅天","塘桥均价（商圈）"
"1529310132-484","https://www.haozu.com/sh/zuxiezilou/o91/","黄埔区市民健身中心大楼","https://www.haozu.com/sh_xzl_16253/","","黄埔区市民健身中心大楼","2个","160 - 400m²","地址：
                    [黄浦] - 
                    [南京东路]
                    山东中路311号  
                    [地图]","6.65元/m²⋅天","7.28元/m²⋅天","南京东路均价（商圈）"
"1529309718-437","https://www.haozu.com/sh/zuxiezilou/o93/","国正中心","https://www.haozu.com/sh_xzl_1534/","[{""info"":""写字楼信息\n        \n                                        \n                    建筑面积：\n                    96591.71m²\n                \n                                        \n                    得房率：\n                    65%\n                \n                                                                \n                    开发商：\n                    上海筑居房地产开发经营有限公司\n                \n                                        \n                    物业公司：\n                    上海安荣物业\n                \n                                \n                    \n                国正中心由三栋5A写字楼加两层商业裙房组成，构建三纵两横商务中心，融办公与惬意生活与一体，催生商务办公新标准，是企业精明睿智之选。\n                展开""}]","国正中心","257个","136.8 - 457.4m²","地址：
                    [杨浦] - 
                    [五角场]
                    政立路499号   
                    [地图]","5.45元/m²⋅天","24.11元/m²⋅天","五角场均价（商圈）"
"1529312568-1089","https://www.haozu.com/sh/zuxiezilou/o60/","大沽庭.映像288","https://www.haozu.com/sh_xzl_1081/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    3层\n                \n                                        \n                    建筑面积：\n                    500m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                                    \n                    客梯数：\n                    1个\n                \n                                        \n                    开发商：\n                    大沽庭创意园区\n                \n                                        \n                    物业公司：\n                    开发商自行管理\n                \n                                \n                    \n                288创意园位于大沽路成都北路，之前为通领科技大厦，288创\n\n意园现通过重新翻新改造，成为人民广场商圈稀缺的绿色创意\n\n园。地理位置近南北高架成都北路，毗邻重庆北路，黄陂南\n\n路… 288创意园地理位置近南北高架成都北路，毗邻重庆北\n\n路，黄陂北路，威海路，地理位置优越，交通便捷地铁1.2号\n\n线，公交933.49.20等，周边配套齐全 。附近有多处高档住宅\n\n小区中凯城市之光，多福里，汾阳坊等。\n                展开""}]","大沽庭.映像288","11个","160 - 450m²","地址：
                    [静安] - 
                    [其他]
                    大沽路288号  
                    [地图]","7.17元/m²⋅天","8.36元/m²⋅天","其他均价（商圈）"
"1529318289-2046","https://www.haozu.com/sh/zuxiezilou/o11/","浦江智地精品商务园","https://www.haozu.com/sh_xzl_27929/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    6层\n                \n                                        \n                    建筑面积：\n                    65000m²\n                \n                                        \n                    得房率：\n                    72%\n                \n                                        \n                    标准层高：\n                    3.5米\n                \n                                        \n                    客梯数：\n                    2个(三菱)\n                \n                                        \n                    开发商：\n                    上海郑隆集团\n                \n                                        \n                    物业公司：\n                    上海浦隆物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    上海郑隆集团\n                \n                    \n                    \n                浦江智地是由郑隆集团投资建设的集科技研发、商务办公、展览展示、商务休闲为一体的精品商务园。位于浦江镇联航路1239号，通过卢浦大桥、浦星公路及轨交8号线联航路站轻松抵。园区占地90亩，总建筑面积11万平方米。\n\n浦江智地秉承“以人为本”的商务理念，精于规划，全方位升级打造精品商务园区。浦江智地以中庭花园营造园区互动式商务休闲，以欧式风情街打造园区开放式商务配套，以国际化标准打造企业的“智”业基地，园区每栋楼均设8米挑空大堂，并采用格力独立新风系统及中央空调打造会呼吸的绿色舒适商务空间，贴心冷热水供应，新古典建筑风格，合围式庭院设计，人车分流，超大地下车库等规划设计只为营造更高品质的办公体验！浦江智地以灵活的商务空间，公园式办公环境， 全方位放过程的服务随时恭候您的入驻！\n                展开""}]","浦江智地精品商务园","68个","192 - 1834m²","地址：
                    [闵行] - 
                    [浦江]
                    联航路1239号  
                    [地图]","1.83元/m²⋅天","2.23元/m²⋅天","浦江均价（商圈）"
"1529318597-2142","https://www.haozu.com/sh/zuxiezilou/o6/","兰宝大厦","https://www.haozu.com/sh_xzl_11965/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    8层\n                \n                                                    \n                    得房率：\n                    60%\n                \n                                        \n                    标准层高：\n                    2.8米\n                \n                                                                            \n                     已入驻企业：\n                    上海黎空贸易有限公司\n                \n                    \n                    \n                提供全新的办公商务中心​‌‌，有装修有隔断带空调每个办公室有实际的注册地址\n\n提供研发，展示，仓储加工场地，配肓研发中心楼，实验室，强电提供，有环评报告，可经营医药研发，精密设备展示，进口机床组装检测，医疗器械加工，汽车美容维护养护中心) 物流配送中心，进出口产品供应链保税中转姑，进口商尸。直销中心等等\n\n提供自贸区咨询服务，公司注册，财务记账，办理食品流通许可证，办理酒类批发，办理进出口杈，办理医疗器械一, 二，三类，办理环评报告，办理特.许可证件，申报公司补贴等等\n\n\n                展开""}]","兰宝大厦","4个","60 - 720m²","地址：
                    [浦东] - 
                    [外高桥]
                    加太路29号1号楼  
                    [地图]","1.8元/m²⋅天","2.96元/m²⋅天","外高桥均价（商圈）"
"1529319011-2234","https://www.haozu.com/sh/zuxiezilou/o2/","汤泉国际大厦","https://www.haozu.com/sh_xzl_1226/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    7层\n                \n                                        \n                    建筑面积：\n                    45319.09m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                                                            \n                    物业公司：\n                     汤泉国际物业""}]","汤泉国际大厦","7个","298 - 1160m²","地址：
                    [长宁] - 
                    [北新泾]
                    长宁区通协路558号   
                    [地图]","4.36元/m²⋅天","4.63元/m²⋅天","北新泾均价（商圈）"
"1529313053-1223","https://www.haozu.com/sh/zuxiezilou/o54/","凯利大厦","https://www.haozu.com/sh_xzl_10602/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    18层\n                \n                                        \n                    建筑面积：\n                    11150m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.2米\n                \n                                        \n                    客梯数：\n                    3个(通利)\n                \n                                        \n                    开发商：\n                    中国航空无线电电子研究所\n                \n                                        \n                    物业公司：\n                    上海六一五研究所物业管理\n                \n                                        \n                     已入驻企业：\n                    中治技术工程、北星电子、南孚电池\n                \n                    \n                    \n                凯利大厦是现代化高级办公楼，凯利大厦位于市区繁华地段，地理位置优越交通便利，租金合理，设施齐全，装修现代，是企业领袖精明睿智之选择。凯利大厦的物业管理周到，为商家提供一流的商务服务。凯利大厦房型布局合理，灵活分割可满足各企业人性化的设计追求。\n                展开""}]","凯利大厦","26个","75 - 321m²","地址：
                    [长宁] - 
                    [虹桥]
                    淮海西路432号  
                    [地图]","5.97元/m²⋅天","7.31元/m²⋅天","虹桥均价（商圈）"
"1529310252-507","https://www.haozu.com/sh/zuxiezilou/o89/","上海信息技术大厦","https://www.haozu.com/sh_xzl_1556/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    31层\n                \n                                        \n                    建筑面积：\n                    49000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.1米\n                \n                                        \n                    客梯数：\n                    4个(三菱)\n                \n                                        \n                    开发商：\n                    上海杨浦科技投资发展有限公司\n                \n                                        \n                    物业公司：\n                    上海邮政物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    上海罗维信息技术有限公司、上海贝杰仪器仪表有限公司、上海迈玛瑞大酒店有限公司、上海昀润商务咨询有限公司\n                \n                    \n                    \n                上海信息技术大厦是五角场高新技术产业园区的信息产业基地。是杨浦区依托复旦大学、同济大学等高校发展高新技术产业的重要产业基地，被定为市级软件产业基地大厦内设大型员工食堂，咖啡馆、西餐厅，商务服务中心、票务中心、旅行社、彩扩冲印店、文具用品店等商务配套服务。　　\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","上海信息技术大厦","16个","116.3 - 1367m²","地址：
                    [杨浦] - 
                    [控江路]
                     控江路1555号  
                    [地图]","3.5元/m²⋅天","3.64元/m²⋅天","控江路均价（商圈）"
"1529308425-212","https://www.haozu.com/sh/zuxiezilou/o104/","紫宇大楼","https://www.haozu.com/sh_xzl_41703/","","紫宇大楼","1个","458m²","地址：
                    [卢湾] - 
                    [打浦桥]
                    上海黄浦区制造局路27号  
                    [地图]","2.7元/m²⋅天","6.86元/m²⋅天","打浦桥均价（商圈）"
"1529308687-320","https://www.haozu.com/sh/zuxiezilou/o99/","融信绿地国际","https://www.haozu.com/sh_xzl_21776/","[{""info"":""写字楼信息\n        \n                                        \n                    建筑面积：\n                    92065m²\n                \n                                                    \n                    标准层高：\n                    4.2米\n                \n                                                    \n                    开发商：\n                    上海恺誉房地产开发有限公司\n                \n                                            \n                    \n                作为融信集团与绿地集团强强联合打造的国际级商办项目，项目占位虹桥国际住区优质地段，周边国际化商业、教育、医疗、休闲配套环侍。坐拥国家级展会产业基地”上海国家会展中心”及国际医疗产业基地“上海国际医疗中心”。其世界级的营造设计与运营筹备水准，让融信绿地国际成为大虹桥首屈一指的总部独栋、双拼的绿色生态花园办公项目。 值得一提的是，项目打造低密度商务群落，容积率2.5，拥有北虹桥商务区唯一大体量主题式体验商业街，5000㎡南向昂绿公园，300米水岸环境，四大景观轴，五大组团景观，公共、私有庭院、空中露台、屋顶花园四重立体景观的办公体验，400-1200㎡灵动商务空间，10.2米挑高大堂，4.2米标准层高。独栋、双拼、标准办公层可定制的组合模式，深受市场欢迎。\n                展开""}]","融信绿地国际","4个","228 - 1900m²","地址：
                    [闵行] - 
                    [金虹桥]
                    联友路30号  
                    [地图]","3.5元/m²⋅天","4.84元/m²⋅天","金虹桥均价（商圈）"
"1529318720-2159","https://www.haozu.com/sh/zuxiezilou/o5/","建滔广场","https://www.haozu.com/sh_xzl_25866/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    31层\n                \n                                        \n                    建筑面积：\n                    438660m²\n                \n                                                    \n                    标准层高：\n                    4.3、6.15米\n                \n                                        \n                    客梯数：\n                    12个(日立)\n                \n                                        \n                    开发商：\n                    KB建滔地产\n                \n                                            \n                    \n                花桥建滔广场项目，位于江苏省花桥经济开发区商务城核心区，属于其中重点地段地块。项目用地面积37966㎡ ，总建筑面积438660㎡，规划设计有购物中心、五星级酒店、SOHO、甲级写字楼，包括3层商业裙楼及四幢塔楼。\n\n 四幅地块由纬二路划分为南北两个区域：北枕光明路，南临中央公园景观湖；地块东西两侧均为规划道路，东北角与上海轨道交通11号线光明路站连接。\n\n KB建滔地产倾情打造的花桥建滔广场项目为实现把花桥国际商务城核心区规划建设成为一个有都市文化气息，生态环境优美，具有特色的世界一流商务城的宏伟目标出一份力。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","建滔广场","137个","176 - 1556m²","地址：
                    [上海周边] - 
                    [花桥]
                    昆山市花桥镇光明路505号  
                    [地图]","2元/m²⋅天","1.72元/m²⋅天","花桥均价（商圈）"
"1529312900-1164","https://www.haozu.com/sh/zuxiezilou/o57/","美特斯邦威大厦","https://www.haozu.com/sh_xzl_19628/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    8层\n                \n                                        \n                    建筑面积：\n                    16463m²\n                \n                                        \n                    得房率：\n                    75%\n                \n                                        \n                    标准层高：\n                    4.3米\n                \n                                        \n                    客梯数：\n                    3个(通力)\n                \n                                        \n                    开发商：\n                    上海港国际客运中心开发有限公司\n                \n                                        \n                    物业公司：\n                    上海中企物业管理有限公司\n                \n                                \n                    \n                上海港国际客运中心，由中化集团旗下方兴地产、上海港务集团、上海地产集团合资倾力打造。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]\n                    \n                                    被收录到【知名物业】专题中 [查看专题]""}]","美特斯邦威大厦","1个","990m²","地址：
                    [虹口] - 
                    [北外滩]
                    东大名路588号  
                    [地图]","10.5元/m²⋅天","7.99元/m²⋅天","北外滩均价（商圈）"
"1529312849-1145","https://www.haozu.com/sh/zuxiezilou/o57/","宝山万达广场","https://www.haozu.com/sh_xzl_4501/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    18层\n                \n                                        \n                    建筑面积：\n                    295000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    5.4米\n                \n                                        \n                    客梯数：\n                    4个\n                \n                                        \n                    开发商：\n                    上海宝山万达投资有限公司\n                \n                                        \n                    物业公司：\n                    大连万达物业管理有限公司上海分公司\n                \n                                \n                    \n                宝山万达广场地处上海宝山与闸北两区交界处，紧邻地铁一号线，距共康路地铁站步行约五分钟，驾车至人民广场约12分钟。交通便利、周边人口密集，消费需求量大。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]\n                    \n                                    被收录到【热门楼盘】专题中 [查看专题]""}]","宝山万达广场","64个","44 - 460m²","地址：
                    [宝山] - 
                    [共康]
                    一二八纪念路988号   
                    [地图]","3.44元/m²⋅天","3.27元/m²⋅天","共康均价（商圈）"
"1529314170-1502","https://www.haozu.com/sh/zuxiezilou/o40/","钦江园","https://www.haozu.com/sh_xzl_37299/","","钦江园","12个","151 - 314.8m²","地址：
                    [徐汇] - 
                    [漕河泾]
                    钦江路333号  
                    [地图]","4.21元/m²⋅天","4.78元/m²⋅天","漕河泾均价（商圈）"
"1529309183-404","https://www.haozu.com/sh/zuxiezilou/o95/","寰启商务大厦","https://www.haozu.com/sh_xzl_1844/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    9层\n                \n                                                    \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.5米\n                \n                                        \n                    客梯数：\n                    2个(三菱)\n                \n                                                    \n                    物业公司：\n                    上海寰启投资管理有限公司\n                \n                                \n                    \n                国家高技术创业服务中心，企业孵化基地，创星园上海低碳科技孵化器.张江高新区.浦江园生态办公。\n                展开\n            \n                                    \n                \n                                                                                                    \n                                \n                                    \n                                                                            大堂""}]","寰启商务大厦","3个","138 - 350m²","地址：
                    [闵行] - 
                    [浦江]
                    浦江镇新骏环路115号  
                    [地图]","1.9元/m²⋅天","2.23元/m²⋅天","浦江均价（商圈）"
"1529318028-1941","https://www.haozu.com/sh/zuxiezilou/o16/","上海新体育广场","https://www.haozu.com/sh_xzl_12611/","[{""info"":""写字楼信息\n        \n                                        \n                    建筑面积：\n                    54575m²\n                \n                                        \n                    得房率：\n                    75%\n                \n                                                    \n                    客梯数：\n                    2个(三菱)\n                \n                                        \n                    开发商：\n                    上海新体育旅游有限公司\n                \n                                        \n                    物业公司：\n                    上海中原物业代理有限公司\n                \n                                \n                    \n                该项目位于普陀区甘泉路华池路，周边设施齐全，交通便利。\n                展开""}]","上海新体育广场","5个","123m²","地址：
                    [普陀] - 
                    [甘泉路]
                    华池路58弄  
                    [地图]","2.75元/m²⋅天","3.28元/m²⋅天","甘泉路均价（商圈）"
"1529314247-1528","https://www.haozu.com/sh/zuxiezilou/o38/","海上海","https://www.haozu.com/sh_xzl_1633/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    22层\n                \n                                        \n                    建筑面积：\n                    120000m²\n                \n                                                    \n                    标准层高：\n                    5米\n                \n                                        \n                    客梯数：\n                    4个(蒂森克虏伯)\n                \n                                        \n                    开发商：\n                    上海上实房地产有限公司\n                \n                                        \n                    物业公司：\n                    上海上实物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    企业名称：优派公司，所属行业：计算机/互联网/通信/电子、 企业名称：俊利公司，所属行业：能源/原材料、 企业名称：世纪佳缘，所属行业：广告/媒体、 企业名称：上海国际商品拍卖有限公司，所属行业：贸易/消费/制造/营运\n                \n                    \n                    \n                “海上海”是由住宅、LOFT、商业三大物业形态及海上剧场、海上展馆、海上讲堂三大文化建筑组合而成的国际创意社区，完成的是国际创意文化在一个社区内的兼容与交响。是完全区别与其他项目的，而且在LOFT内办公的大多为知名设计、广告等创意类公司，体现了较高的办公层次，而位于办公与住宅之间的商业，在很好的衔接办公与住宅的同时，其商业氛围、档次、人的素质也区分于其他项目。\n                展开\n            \n                            \n                                    被收录到【知名物业】专题中 [查看专题]""}]","海上海","9个","172 - 396m²","地址：
                    [杨浦] - 
                    [东外滩]
                    大连路970号  
                    [地图]","4.03元/m²⋅天","5.34元/m²⋅天","东外滩均价（商圈）"
"1529314406-1590","https://www.haozu.com/sh/zuxiezilou/o35/","格兰大厦","https://www.haozu.com/sh_xzl_25030/","","格兰大厦","1个","525m²","地址：
                    [闵行] - 
                    [颛桥]
                    莲花南路1951号  
                    [地图]","2元/m²⋅天","2.03元/m²⋅天","颛桥均价（商圈）"
